feature,mean_abs_shap
OZONE_ground_lag_1h,0.4272641624674907
OZONE_ground_lag_24h,0.12650041644634677
hour_sin,0.12369798005466584
era5_solar_radiation_w_m2,0.10802327910931527
OZONE_ground_roll_mean_24h,0.08363065785195743
hour_cos,0.0622362784372399
NOx_ground,0.046828705586299736
OZONE_ground_roll_mean_6h,0.04338216753492335
photo_index,0.031926607952974646
OZONE_ground_lag_12h,0.029079221432549606
